,car_model,year_of_manufacture,price,fuel,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1
254,wagon r,2013,4328.36,Petrol,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,,,
255,swift,2011,4477.61,Petrol,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,,,
256,swift,2013,6194.03,Petrol,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,,,
257,swift,2017,8955.22,Petrol,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,,,
258,alto k10,2010,2910.45,Petrol,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,,,
259,ciaz,2015,11119.4,Diesel,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,,,
260,ritz,2014,5000.0,Petrol,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,,
261,sx4,2013,7089.55,Diesel,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,,
262,ciaz,2017,10820.9,Petrol,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,,
263,wagon r,2011,4253.73,Petrol,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,,
264,swift,2014,6865.67,Diesel,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,,
265,vitara brezza,2018,13805.97,Diesel,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,,
266,ciaz,2015,10074.63,Petrol,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,,
267,s cross,2015,9701.49,Diesel,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,,
268,ciaz,2016,13059.7,Diesel,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,,
269,ciaz,2015,11119.4,Diesel,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,,
270,alto k10,2016,4253.73,Petrol,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,,
271,ignis,2017,7313.43,Petrol,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,,
272,sx4,2011,6567.16,Petrol,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,,
273,alto k10,2014,3731.34,Petrol,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,,
274,wagon r,2013,4328.36,Petrol,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,,
275,swift,2011,4477.61,Petrol,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,,
276,swift,2013,6194.03,Petrol,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,,
277,swift,2017,8955.22,Petrol,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,,
278,alto k10,2010,2910.45,Petrol,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,,
279,ciaz,2015,11119.4,Diesel,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,,
280,ritz,2014,5000.0,Petrol,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,
281,sx4,2013,7089.55,Diesel,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,
282,ciaz,2017,10820.9,Petrol,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,
283,wagon r,2011,4253.73,Petrol,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,
284,swift,2014,6865.67,Diesel,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,
285,vitara brezza,2018,13805.97,Diesel,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,
286,ciaz,2015,10074.63,Petrol,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,
287,s cross,2015,9701.49,Diesel,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,
288,ciaz,2016,13059.7,Diesel,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,
289,ciaz,2015,11119.4,Diesel,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,
290,alto k10,2016,4253.73,Petrol,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,
291,ignis,2017,7313.43,Petrol,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,
292,sx4,2011,6567.16,Petrol,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,
293,alto k10,2014,3731.34,Petrol,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,
294,wagon r,2013,4328.36,Petrol,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,
295,swift,2011,4477.61,Petrol,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,
296,swift,2013,6194.03,Petrol,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,
297,swift,2017,8955.22,Petrol,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,
298,alto k10,2010,2910.45,Petrol,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,
299,ciaz,2015,11119.4,Diesel,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,
300,ritz,2014,5000.0,Petrol,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0
301,sx4,2013,7089.55,Diesel,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0
302,ciaz,2017,10820.9,Petrol,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0
303,wagon r,2011,4253.73,Petrol,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0
304,swift,2014,6865.67,Diesel,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0
305,vitara brezza,2018,13805.97,Diesel,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0
306,ciaz,2015,10074.63,Petrol,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0
307,s cross,2015,9701.49,Diesel,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0
308,ciaz,2016,13059.7,Diesel,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0
309,ciaz,2015,11119.4,Diesel,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0
310,alto k10,2016,4253.73,Petrol,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0
311,ignis,2017,7313.43,Petrol,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0
312,sx4,2011,6567.16,Petrol,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0
313,alto k10,2014,3731.34,Petrol,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0
314,wagon r,2013,4328.36,Petrol,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0
315,swift,2011,4477.61,Petrol,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0
316,swift,2013,6194.03,Petrol,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0
317,swift,2017,8955.22,Petrol,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0
318,alto k10,2010,2910.45,Petrol,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0
319,ciaz,2015,11119.4,Diesel,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0
320,alto 800,2017,4253.73,Petrol,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0
321,ciaz,2015,10223.88,Diesel,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0
322,ciaz,2015,11194.03,Petrol,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0
323,ertiga,2015,9104.48,Petrol,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0
324,dzire,2009,3358.21,Petrol,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0
325,ertiga,2016,11567.16,Diesel,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0
326,ertiga,2015,10820.9,Diesel,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0
327,ertiga,2016,11567.16,Diesel,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0
328,wagon r,2015,4850.75,CNG,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0
329,sx4,2010,3955.22,Petrol,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0
330,baleno,2016,8731.34,Petrol,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0
331,alto k10,2014,3805.97,Petrol,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0
332,sx4,2008,2910.45,Petrol,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0
333,dzire,2014,8208.96,Diesel,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0
334,omni,2012,1865.67,Petrol,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0
335,ciaz,2014,11194.03,Petrol,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0
336,ritz,2013,3955.22,Petrol,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0
337,wagon r,2006,1567.16,Petrol,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0
338,ertiga,2015,8656.72,Petrol,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0
339,ciaz,2017,11567.16,Petrol,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0
340,fortuner,2012,22238.81,Diesel,320.0,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0
341,fortuner,2015,34328.36,Diesel,321.0,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0
342,innova,2017,26865.67,Diesel,322.0,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0
343,fortuner,2013,23880.6,Diesel,323.0,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0
344,innova,2005,4104.48,Petrol,324.0,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0
345,corolla altis,2009,5373.13,Petrol,325.0,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0
346,etios cross,2015,6716.42,Petrol,326.0,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0
347,corolla altis,2010,7089.55,Petrol,327.0,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0
348,etios g,2014,6119.4,Petrol,328.0,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0
349,fortuner,2014,29835.82,Diesel,329.0,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0
350,ritz,2012,4626.87,Diesel,330.0,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0
351,ritz,2011,3507.46,Petrol,331.0,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0
352,swift,2014,7388.06,Diesel,332.0,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0
353,ertiga,2014,8955.22,Diesel,333.0,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0
354,dzire,2014,8208.96,Diesel,334.0,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0
355,sx4,2011,4402.99,CNG,335.0,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0
356,dzire,2015,6940.3,Petrol,336.0,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0
357,800,2003,522.39,Petrol,337.0,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0
358,alto k10,2016,4477.61,Petrol,338.0,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0
359,sx4,2003,3358.21,Petrol,339.0,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0
360,corolla altis,2013,10373.13,Petrol,340.0,320.0,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0
361,etios cross,2015,6716.42,Petrol,341.0,321.0,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0
362,fortuner,2014,27985.07,Diesel,342.0,322.0,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0
363,fortuner,2015,35074.63,Diesel,343.0,323.0,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0
364,fortuner,2017,49253.73,Diesel,344.0,324.0,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0
365,etios liva,2014,7089.55,Diesel,345.0,325.0,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0
366,innova,2017,29477.61,Petrol,346.0,326.0,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0
367,fortuner,2010,13805.97,Diesel,347.0,327.0,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0
368,corolla altis,2011,6492.54,Petrol,348.0,328.0,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0
369,corolla altis,2016,21268.66,Petrol,349.0,329.0,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0
370,etios liva,2014,5895.52,Diesel,350.0,330.0,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0
371,corolla altis,2011,6716.42,Diesel,351.0,331.0,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0
372,corolla altis,2013,11119.4,Petrol,352.0,332.0,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0
373,etios liva,2011,3955.22,Petrol,353.0,333.0,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0
374,etios cross,2014,7313.43,Diesel,354.0,334.0,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0
375,etios g,2015,5895.52,Petrol,355.0,335.0,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0
376,corolla altis,2013,8208.96,Petrol,356.0,336.0,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0
377,corolla,2004,2238.81,Petrol,357.0,337.0,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0
378,corolla altis,2010,7835.82,Petrol,358.0,338.0,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0
379,fortuner,2012,21641.79,Diesel,359.0,339.0,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0
380,corolla altis,2016,21985.07,Diesel,360.0,340.0,320.0,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0
381,etios gd,2015,7089.55,Diesel,361.0,341.0,321.0,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0
382,innova,2017,34328.36,Diesel,362.0,342.0,322.0,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0
383,innova,2015,18656.72,Diesel,363.0,343.0,323.0,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0
384,innova,2005,5208.96,Diesel,364.0,344.0,324.0,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0
385,camry,2006,3731.34,Petrol,365.0,345.0,325.0,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0
386,land cruiser,2010,52238.81,Diesel,366.0,346.0,326.0,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0
387,corolla altis,2012,8805.97,Petrol,367.0,347.0,327.0,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0
388,etios liva,2013,5149.25,Petrol,368.0,348.0,328.0,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0
389,etios g,2014,7089.55,Petrol,369.0,349.0,329.0,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0
390,alto 800,2017,4253.73,Petrol,370.0,350.0,330.0,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,
391,ciaz,2015,10223.88,Diesel,371.0,351.0,331.0,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,
392,ciaz,2015,11194.03,Petrol,372.0,352.0,332.0,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,
393,ertiga,2015,9104.48,Petrol,373.0,353.0,333.0,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,
394,dzire,2009,3358.21,Petrol,374.0,354.0,334.0,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,
395,ertiga,2016,11567.16,Diesel,375.0,355.0,335.0,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,
396,ertiga,2015,10820.9,Diesel,376.0,356.0,336.0,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,
397,ertiga,2016,11567.16,Diesel,377.0,357.0,337.0,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,
398,wagon r,2015,4850.75,CNG,378.0,358.0,338.0,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,
399,sx4,2010,3955.22,Petrol,379.0,359.0,339.0,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,
400,baleno,2016,8731.34,Petrol,380.0,360.0,340.0,320.0,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,
401,alto k10,2014,3805.97,Petrol,381.0,361.0,341.0,321.0,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,
402,sx4,2008,2910.45,Petrol,382.0,362.0,342.0,322.0,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,
403,dzire,2014,8208.96,Diesel,383.0,363.0,343.0,323.0,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,
404,omni,2012,1865.67,Petrol,384.0,364.0,344.0,324.0,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,
405,ciaz,2014,11194.03,Petrol,385.0,365.0,345.0,325.0,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,
406,ritz,2013,3955.22,Petrol,386.0,366.0,346.0,326.0,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,
407,wagon r,2006,1567.16,Petrol,387.0,367.0,347.0,327.0,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,
408,ertiga,2015,8656.72,Petrol,388.0,368.0,348.0,328.0,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,
409,ciaz,2017,11567.16,Petrol,389.0,369.0,349.0,329.0,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,
410,fortuner,2012,22238.81,Diesel,390.0,370.0,350.0,330.0,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,
411,fortuner,2015,34328.36,Diesel,391.0,371.0,351.0,331.0,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,
412,innova,2017,26865.67,Diesel,392.0,372.0,352.0,332.0,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,
413,fortuner,2013,23880.6,Diesel,393.0,373.0,353.0,333.0,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,
414,innova,2005,4104.48,Petrol,394.0,374.0,354.0,334.0,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,
415,corolla altis,2009,5373.13,Petrol,395.0,375.0,355.0,335.0,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,
416,etios cross,2015,6716.42,Petrol,396.0,376.0,356.0,336.0,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,
417,corolla altis,2010,7089.55,Petrol,397.0,377.0,357.0,337.0,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,
418,etios g,2014,6119.4,Petrol,398.0,378.0,358.0,338.0,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,
419,fortuner,2014,29835.82,Diesel,399.0,379.0,359.0,339.0,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,
420,ritz,2012,4626.87,Diesel,400.0,380.0,360.0,340.0,320.0,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,
421,ritz,2011,3507.46,Petrol,401.0,381.0,361.0,341.0,321.0,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,
422,swift,2014,7388.06,Diesel,402.0,382.0,362.0,342.0,322.0,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,
423,ertiga,2014,8955.22,Diesel,403.0,383.0,363.0,343.0,323.0,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,
424,dzire,2014,8208.96,Diesel,404.0,384.0,364.0,344.0,324.0,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,
425,sx4,2011,4402.99,CNG,405.0,385.0,365.0,345.0,325.0,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,
426,dzire,2015,6940.3,Petrol,406.0,386.0,366.0,346.0,326.0,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,
427,800,2003,522.39,Petrol,407.0,387.0,367.0,347.0,327.0,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,
428,alto k10,2016,4477.61,Petrol,408.0,388.0,368.0,348.0,328.0,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,
429,sx4,2003,3358.21,Petrol,409.0,389.0,369.0,349.0,329.0,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,
